artistName,resourceType,typeOfVideo,videoUrl,resourceId,title,description,commentCount,likeCount,dislikeCount,viewCount,channelId
Foster The People,video,studio,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,SDTZ7iX4vTQ,Foster The People - Pumped up Kicks,Music video by Foster The People performing Pumped Up Kicks. Directed By Josef Geiger (c) 2011 Sony Music Entertainment,158111,859022,18035,154194886,null
Foster The People,video,live,https://www.youtube.com/watch?v=W0vM09sBrFI,1IoQkuOFKVA,Foster The People - Houdini (Live on Letterman),Music video by Foster The People performing Houdini (Live on Letterman). (C) 2011 CBS INTERACTIVE MUSIC GROUP,930,6385,75,863714,null
Foundations,video,studio,https://www.youtube.com/watch?v=wwx8Voq373A,wwx8Voq373A,The Foundations - Build me up,Foundations Buttercup,344,5384,112,896639,null
Foundations,video,live,https://www.youtube.com/watch?v=gcj-V4dEkdQ,gcj-V4dEkdQ,Build me up buttercup - The Foundations (Live),The Foundations...Alan Warner (Guitar+ backing vocals)- Colin Young (Lead vocals)- Pat Burke (sax)- Tony Gomesz (Keyboards+Backing vocals)-Pete Macbeth (Bass+Vocals)Tim Harris (Drums)-Eric Allendale (Trombone).   www.alan-warner.com    The Foundations were formed in the late 60's- and within a short space of time their debut single 'Baby now that I've found you'- went straight to No.1 in the British charts. The group went on touring all over the world- then scored their biggest hit with 'Build me up Buttercup' which went straight to No.1 all over the world including America. Other hits include 'Bad bad old days' and 'Back on my feet again.' Originally a Ska/Reggae/ band called 'The Ramongs' fronted by two lead singers- they lived in a basement club & former gambling den called 'The Butterfly Club'- sometimes not surfacing for several days. When someone suggested a name change for the band- their Guitarist Alan Warner came up with the name 'The Foundations' to go with the Tamla Motown/soul style of music that they were getting more into. When one of the singers left the band to occupy a room for six months at Her Majesty's pleasure- Joan- a friend of the band- suggested a replacement singer called 'Arthur Brown'- (later to find worldwide fame as The god of hellfire with 'The crazy world of Arthur Brown'). He joined the band for about six weeks gigging in and around London. When Arthur left to do his own thing- they landed a couple of tours backing 'The Toys'- ('Lover's concerto'). Then American Soul Legend 'Edwin Starr'- ('S.O.S-' 'OO soul'- 'and 'War what is it good for'). They carried on running the club- until they were eventually forced out by a protection racket gang. They moved into a squalid disused Mini-cab office next door- where they were discovered by Ron Fairway who introduced them to businessman Barry Class. Seeing the potential of making big bucks from a band which was totally different to all the other bands at that time- (they were all from different races -unusual for that time)-and were playing soul music- Class put the band on a retainer whilst Ron Fairway set about trying to secure gigs. All came to nothing until one day he introduced them to A & R man Tony Macauley. He set up a recording session where they laid down some soul/R & B covers. He then said he would like them to try out a song that he and co writer- John McCloud had written- called 'Baby now that I've found you'. 'Baby now that I-ve found you' was recorded on an 8 track machine at Pye Studios in the summer of 1967- and after a slow start- it started climbing the charts- where it reached No.1 in the UK- and 18 in America. Another couple of records followed. 'Back on my feet again' and 'Any old time you're lonely and sad'- both became top twenty hits. Their lead singer Clem Curtis then left the band to pursue a solo career- and was replaced by Colin Young. They cut the next record 'Build me up Buttercup' which was written by Mike D'abo- (frontman for the hugely popular group- 'Manfred Mann')- & Tony Macauley. Mike Da'bo also played piano on the recording which went to number one all over the world- (except the UK where it reached number two). The next single 'Bad Bad old days' was also a huge hit. This was followed by some minor chart entries and then the band- exhausted after four years of relentless- non stop touring around the world- finally split up around 1971.,106,835,26,323867,null
Four Lads,video,studio,https://www.youtube.com/watch?v=Wcze7EGorOk,Wcze7EGorOk,The Four Lads -  Istanbul (not Constantinople),"Istanbul (Not Constantinople) is a 1953 swing-style song- with lyrics by Jimmy Kennedy and music by Nat Simon. The lyrics comically refer to the official 1930 renaming of the city of Constantinople to Istanbul. It also references other renamed cities- specifically the renaming of New York City from New Amsterdam.  ""Istanbul (Not Constantinople)"" was originally recorded by the Canadian group The Four Lads on August 12- 1953. This recording was released by Columbia Records as catalog number 40082. It first reached the Billboard magazine charts on October 24- 1953- and it peaked at #10. It was the group's first gold record.",208,1320,32,230013,null
Four Lads,video,live,https://www.youtube.com/watch?v=YrSws7MQqwc,YrSws7MQqwc,Guys and Dolls Medley - The Four Lads Live in Livermore CA.,The Four Lads Live at the Bankhead Theatre in Livermore CA.  Recorded March 30th 2014,0,0,0,185,null
Four Preps,video,studio,https://www.youtube.com/watch?v=ElmjvDjHSHc,ElmjvDjHSHc,The Four Preps - More Money For You And Me (Original 45 Version),"On the early 60s Folk & Pop scenes- there was a proliferation of 'college groups'. One of the very successful examples of this genre was The Four Preps.  It could be argued that The Four Preps had quite a point of difference- in that they were masters of the satirical lyric and the vocal impersonation. This track is a perfect example:  It was released in Australia in 1961 on a Capitol 45- CP1446. The flipside was the Gospel tinged  ""Swing Down Chariot""- which I've also uploaded to YouTube. This track was a national hit...# 3 in Brisbane- # 4 Sydney- # 4 in Melbourne- # 2 in Adelaide & # 25 in Perth.  This is the original single edit- in glorious mono- uploaded from the original Aussie 45.  *** If you like my channel- why not SUBSCRIBE? I have- literally- thousands of tracks I can upload as time permits- and- by subscribing- you'll be one of the first to know about them. ***",4,24,1,4891,null
Four Preps,video,live,https://www.youtube.com/watch?v=X0ldDjM4pWc,X0ldDjM4pWc,"THE FOUR PREPS Live In Concert - ""You Belong To Me""","The Four Preps live at Thousand Oaks Performing Arts Center (2009) doing their special version of ""You Belong To Me"".  The Four Preps are original lead singer Bruce Belland- Bob Duncan- formerly of The Diamonds and Joe Dickey & Skip Taylor from The Crew Cuts.  Musical Director is W. Michael Lewis.    www.fourpreps.com    You Belong To Me (Pee Wee King- Chilton Price- Redd Stewart) Ridgeway Music Co Inc (BMI)",30,45,0,16319,null
Four Tops,video,studio,https://www.youtube.com/watch?v=6CcpXw5q3fc,6CcpXw5q3fc,The Four Tops - Are You Man Enough (Official song- CD-Rip),,123,528,8,88873,null
Four Tops,video,live,https://www.youtube.com/watch?v=bWitb9FzdHQ,bWitb9FzdHQ,"The Four Tops - ""Medley"" - Live - 'Fridays'- ABC TV (1981)","1981 live performance on ABC TV's late night comedy show- ""Fridays""!  Introduced by Fridays cast member- Darrow Igus- The Four Tops perform ""Bernadette""- ""Ain't No Woman (Like the One I've Got)"" and ""Reach Out- I'll Be There"".  ** Check out this excellent article written by Dennis Perrin:  ""Fridays: The SNL Ripoff That Nearly Surpassed the Original""  (January 31st- 2012)  -  http://splitsider.com/2012/01/fridays-the-snl-ripoff-that-nearly-surpassed-the-original/  .",40,175,9,67683,null
Foxy Brown,video,studio,https://www.youtube.com/watch?v=2OxznBCVXi8,2OxznBCVXi8,Foxy Brown - Oh yeah (original),Enjoy the real Hip Hop...,76,830,5,184539,null
Foxy Brown,video,live,https://www.youtube.com/watch?v=IJ6OcHWvvIo,IJ6OcHWvvIo,"Foxy Brown - ""Get Me Home"" - Live (1997)",Performed on Showtime At The Apollo (1997),42,313,5,74311,null
France Gall,video,studio,https://www.youtube.com/watch?v=lgHGU8gqz9U,lgHGU8gqz9U,France Gall - Ella- elle l'a,France Gall - Ella- elle l'a,554,5602,150,1614631,null
France Gall,video,live,https://www.youtube.com/watch?v=7Rtdb_zgqdQ,7Rtdb_zgqdQ,France Gall - Der Computer Nr 3.  ( live ) - Berlin - 1968,France Gall beim Schlagerwettbewerb in Berlin- 1968.,145,569,12,259395,null
Francis Craig,video,studio,https://www.youtube.com/watch?v=CbZLpAMnclQ,CbZLpAMnclQ,Francis Craig and His Orchestra - Near You (1947),"Charted at #1 in Billboard in December 1947. B-side of ""Red Rose"". Vocal by Bob Lamm. Although this was a huge hit- Francis only had one other national hit single with his orchestra- ""Beg Your Pardon""- a few months following ""Near You"". I have also posted ""Beg Your Pardon"". ""Near You"" was a surprise hit on a small label- with Billboard initially predicting that it might be a hit in local markets where Francis Craig's Orchestra was known- not realizing the whole country would soon take to the record.  ""Near You"" was also #3 for Alvino Rey and His Orchestra in September 1947- #2 for the Andrews Sisters in September 1947- #4 for Elliot Lawrence and His Orchestra in October 1947- #3 for Larry Green and His Orchestra in October 1947- #12 for Dick Two Ton Baker and His Music Makers in October 1947 and #1 for George Jones and Tammy Wynette on the Country chart in 1977.    Written by Francis Craig and Kermit Goell.",53,189,6,56759,null
Francis Craig,video,live,https://www.youtube.com/watch?v=yQe44xvAZYA,yQe44xvAZYA,Live In The Living Room: Craig Francis - Sitting Here,"Craig Francis performs his track ""Sitting Here"" live in the living room.",0,1,0,142,null
Frank Boeijen Groep,video,studio,https://www.youtube.com/watch?v=Xd9fnPQ5_7w,Xd9fnPQ5_7w,Frank Boeijen -De verzoening-,De verzoening Het was een onbekende weg Die ik heb afgelegd Na het licht Op zoek naar het donker Verlangen naar verlangen Uit dat harnas van spijt Jaloezie En belangen Onderweg spuwden stuurlui Aan wal hun gal Zij hebben nooit iets bereikt Ik bleef eigenwijs En toen zag ik jou Jij bent zoveel voor me geweest Een moeder een dochter De mooiste vrouw Maar als altijd met iemand Die nooit iets zeker weet Won mijn twijfel van ons geluk Maar vanavond ben ik hier terug En ik vraag je Heb me lief heb me lief Heb dit lichaam lief Bemin mij bevrijd mij Van het duister in mijn hoofd Mijn straat loopt hier dood Wat achtervolgde mij hier naar toe Was het de prijs van de roem Of het verlangen voor een nacht Iemand te vertrouwen Of was het die hyena die jakhals Die wacht tot ik neerval En waarvan ik dacht Dat het een vriend was Maar zijn wij samen niet sterker Dan alles wat mij bedreigt Ik sta klaar voor de strijd Met als wapen de waarheid En dat is Heb me lief heb me lief Heb dit lichaam lief Bemin mij bevrijd mij Van dat gevoel van schuld Verraad mij met een kus Heb me lief heb me lief Ik weet meer vragen kan ik niet Wij verzoenen ons vannacht Bemin mij streel mij heel mij Heb me lief,79,295,8,188067,null
Frank Boeijen Groep,video,live,https://www.youtube.com/watch?v=9tG_7Mc8Kyw,9tG_7Mc8Kyw,Frank Boeijen Groep - Hier Komt De Storm (Live),Frank Boeijen Groep - Hier Komt De Storm (van het album Hier Komt De Storm 1980-1990 Live),9,36,0,10887,null
Frank Sinatra,video,studio,https://www.youtube.com/watch?v=85_YK-La0vk,85_YK-La0vk,Frank Sinatra - My Way,"My Way - utw_r z 1968- kt_ra jest angielsk? wersj? francuskiej piosenki ""Comme d'habitude"" z 1967 napisanej przez Claude'a François i Jacques'a Revaux. Autorem angielskich s?_w jest Paul Anka- a jej pierwszym- najbardziej znanym wykonawc? Frank Sinatra.  Frank Sinatra's official website - www.sinatra.com  P?yta ""My Way""- wyprodukowana przez Dona Cost? i Sonny'ego Burke'a- po raz pierwszy ukaza?a si? w marcu 1969 roku.  ""Mamy teraz doktryn? Sinatry. On ?piewa? tak? piosenk?: (I Did It) My Way. Wi?c niech ka?dy kraj decyduje sam- jak? drog? obierze."" - Michai? Gorbaczow (1989)  Lyrics: And now- the end is near  And so I face the final curtain  My friend- I'll say it clear  I'll state my case- of which I'm certain  I've lived a life that's full  I've traveled each and ev'ry highway  But more- much more than this  I did it my way   Regrets- I've had a few  But then again- too few to mention  I did what I had to do  And saw it through without exemption  I planned each charted course  Each careful step along the byway  But more- much more than this  I did it my way   Yes- there were times- I'm sure you knew  When I bit off more than I could chew  But through it all- when there was doubt  I ate it up and spit it out  I faced it all and I stood tall  And did it my way   I've loved- I've laughed and cried  I've had my fill; my share of losing  And now- as tears subside  I find it all so amusing  To think I did all that  And may I say - not in a shy way  ""No- oh no not me  I did it my way""   For what is a man- what has he got?  If not himself- then he has naught  To say the things he truly feels  And not the words of one who kneels  The record shows I took the blows  I did it my way  I did it my way",171,3814,131,996541,null
